Score,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,ID
100,Bachelors,2014,New Delhi,3,0,0,No,0,0,3791
110,PHD,2016,Pune,1,0,1,No,2,0,2199
110,Bachelors,2013,Pune,3,0,1,No,5,0,3819
110,Masters,2015,Bangalore,2,0,0,Yes,5,1,2041
110,Bachelors,2015,Pune,2,0,0,No,5,1,954
55,Bachelors,2013,Pune,2,0,0,No,4,1,2922
110,Bachelors,2015,Bangalore,3,0,1,No,5,0,3052
55,Bachelors,2015,Pune,3,0,0,No,1,1,2314
110,PHD,2012,New Delhi,3,0,1,No,2,0,741
100,Bachelors,2015,Pune,3,0,1,No,3,0,1469
110,Bachelors,2013,Pune,3,0,1,No,5,0,805
110,PHD,2018,New Delhi,3,0,1,No,4,1,1639
55,Bachelors,2013,Pune,2,0,0,No,2,1,974
90,Bachelors,2012,Bangalore,3,0,1,No,2,0,3865
110,Masters,2017,New Delhi,2,0,1,No,5,1,1353
90,Bachelors,2016,Bangalore,3,0,1,No,0,0,4026
110,Bachelors,2012,Bangalore,3,0,1,No,5,0,425
90,Bachelors,2012,Bangalore,1,0,0,No,3,0,121
25,Masters,2018,New Delhi,3,0,1,No,2,1,2780
100,Masters,2015,Pune,3,0,0,No,2,0,315
90,Bachelors,2012,Bangalore,3,1,0,No,4,0,3248
55,Bachelors,2014,Pune,2,0,0,No,2,1,246
5,Bachelors,2018,Pune,3,0,1,Yes,2,1,1547
100,Bachelors,2016,Pune,3,0,1,No,2,0,2146
70,Bachelors,2015,Bangalore,1,0,0,Yes,3,0,638
90,Bachelors,2016,Bangalore,3,1,1,No,0,0,3469
55,Bachelors,2015,Pune,3,0,0,No,2,1,2426
90,Bachelors,2012,Bangalore,3,0,1,No,2,0,1439
110,Bachelors,2013,Bangalore,3,0,1,Yes,5,0,2330
100,Bachelors,2012,Pune,3,0,1,No,4,0,2998
100,Masters,2013,New Delhi,3,0,1,No,2,0,537
110,Bachelors,2017,Bangalore,3,0,0,No,6,0,3970
110,Bachelors,2016,Bangalore,3,0,0,No,5,1,2236
70,Bachelors,2017,Pune,3,0,0,No,1,0,941
110,Bachelors,2015,Bangalore,3,0,1,No,5,0,2308
110,Bachelors,2018,Bangalore,1,0,1,No,5,0,596
70,Masters,2017,New Delhi,2,0,0,No,1,0,258
60,Bachelors,2017,Bangalore,3,0,1,No,2,0,666
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,1030
110,PHD,2013,New Delhi,3,0,1,No,3,1,3895
55,Bachelors,2014,Pune,3,0,0,No,3,1,623
100,Masters,2015,New Delhi,3,0,0,No,2,0,2014
110,Bachelors,2014,Bangalore,1,0,1,No,5,0,3166
110,Bachelors,2012,Bangalore,3,0,0,No,5,0,3150
35,Bachelors,2015,Pune,2,0,0,Yes,4,1,2980
70,Bachelors,2017,New Delhi,3,1,1,No,1,0,4133
25,Masters,2017,Pune,3,0,1,No,1,1,214
80,Bachelors,2013,New Delhi,3,0,0,Yes,2,0,1928
90,Bachelors,2014,Bangalore,3,0,1,No,3,0,1588
110,PHD,2012,New Delhi,3,0,1,No,3,0,4201
90,Bachelors,2016,Bangalore,3,0,1,No,0,0,4437
25,Bachelors,2018,Pune,3,0,0,No,2,1,2603
25,Masters,2018,New Delhi,3,0,0,No,1,1,4083
100,Bachelors,2015,New Delhi,3,0,1,No,4,0,1423
110,Masters,2017,New Delhi,2,0,0,No,5,0,3728
110,Bachelors,2018,Bangalore,3,0,1,No,5,1,2916
70,Masters,2017,New Delhi,2,0,1,No,1,0,2277
110,Bachelors,2014,Pune,3,0,0,No,5,1,1189
70,Bachelors,2017,Pune,1,0,1,No,4,0,4623
25,Masters,2018,New Delhi,3,0,0,No,4,1,2530
55,Bachelors,2015,Pune,2,0,0,No,4,1,2474
90,Bachelors,2012,Bangalore,3,0,1,No,4,0,2262
45,Bachelors,2014,Bangalore,2,0,0,No,4,1,1913
5,Bachelors,2018,New Delhi,3,0,0,Yes,2,1,4498
25,Bachelors,2017,New Delhi,3,0,0,No,1,1,4548
110,Bachelors,2015,Bangalore,3,0,0,No,5,0,3734
110,Bachelors,2016,Bangalore,3,0,0,No,5,0,1388
25,Bachelors,2017,Pune,2,0,0,No,2,1,39
70,Masters,2017,New Delhi,2,0,1,No,4,0,873
60,Bachelors,2017,Bangalore,3,0,0,No,4,0,341
70,Masters,2017,New Delhi,2,0,0,No,4,0,3279
90,Bachelors,2013,Bangalore,3,0,0,No,3,0,1862
70,Bachelors,2014,Bangalore,3,0,1,Yes,1,0,3854
70,Masters,2017,New Delhi,2,0,0,No,3,0,1244
60,Bachelors,2017,Bangalore,3,0,0,No,2,0,2062
110,PHD,2013,New Delhi,2,0,0,No,5,0,470
55,Bachelors,2015,Pune,2,1,0,No,4,1,3300
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,3513
55,Bachelors,2014,New Delhi,2,0,0,No,4,1,3257
110,PHD,2013,Bangalore,3,1,1,No,4,0,3822
60,Bachelors,2017,Bangalore,3,0,1,No,0,0,3411
110,Bachelors,2017,Bangalore,3,0,0,No,5,0,2772
70,Bachelors,2012,Bangalore,3,0,1,Yes,1,0,4376
5,Bachelors,2018,Pune,3,0,1,Yes,3,1,1200
100,Bachelors,2013,Pune,3,0,1,No,3,0,1531
110,Bachelors,2012,Bangalore,3,0,1,No,5,0,2173
45,Bachelors,2016,Bangalore,3,0,1,No,2,1,2776
15,Bachelors,2018,Bangalore,3,0,1,No,4,1,290
55,Bachelors,2014,Pune,2,0,0,No,2,1,1341
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,1376
100,Bachelors,2014,Pune,1,0,1,No,2,0,2447
70,Bachelors,2016,Bangalore,3,0,1,Yes,1,0,2165
100,Masters,2013,New Delhi,3,0,1,No,3,0,61
45,Bachelors,2012,Bangalore,3,0,1,No,0,1,4531
55,Bachelors,2015,Pune,2,0,0,No,2,1,2540
45,Bachelors,2015,Bangalore,3,0,1,No,0,1,1430
90,Bachelors,2012,Bangalore,3,0,0,No,1,0,2892
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,3405
55,Bachelors,2014,Pune,1,0,0,No,4,1,614
100,Bachelors,2012,Pune,3,0,1,No,2,0,3090
90,Bachelors,2015,Bangalore,3,0,1,No,3,0,2635
110,Bachelors,2014,Bangalore,3,0,1,No,5,0,589
110,Masters,2012,Pune,3,0,1,No,5,1,878
80,Bachelors,2014,Pune,3,0,1,Yes,4,0,40
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,1556
70,Bachelors,2016,Bangalore,3,0,0,Yes,2,0,2223
60,Masters,2017,Bangalore,1,0,1,No,4,0,1681
60,Masters,2017,Bangalore,2,0,1,No,2,0,1456
45,Bachelors,2014,Bangalore,3,0,1,No,3,1,534
100,Bachelors,2014,Pune,3,0,1,No,1,0,3339
110,PHD,2015,New Delhi,1,0,1,No,2,0,2064
110,Masters,2017,Pune,2,0,0,No,5,1,4180
25,Masters,2017,New Delhi,2,0,0,No,2,1,3305
110,Bachelors,2015,Bangalore,3,0,1,No,5,0,1595
45,Bachelors,2015,Bangalore,3,0,1,No,2,1,2419
90,Bachelors,2012,Bangalore,3,0,1,No,4,0,1215
25,Bachelors,2017,Pune,2,0,0,No,4,1,4205
90,Bachelors,2014,Bangalore,3,0,1,No,3,0,1016
70,Bachelors,2017,New Delhi,2,0,1,No,0,0,3531
25,Bachelors,2018,Pune,3,0,1,No,3,1,499
70,Masters,2017,Pune,2,0,1,No,3,0,1723
25,Masters,2017,New Delhi,2,0,1,No,2,1,4594
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,613
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,3960
110,Masters,2017,Bangalore,2,0,0,No,5,1,1789
90,Bachelors,2015,Bangalore,3,0,0,No,2,0,342
40,Bachelors,2017,Bangalore,3,0,1,Yes,0,0,3490
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,2571
110,Bachelors,2018,Pune,2,0,0,No,5,1,1091
90,Bachelors,2012,Bangalore,3,0,1,No,3,0,590
-5,Bachelors,2018,Bangalore,3,0,1,Yes,2,1,1058
70,Bachelors,2017,New Delhi,2,0,0,No,3,0,477
90,Bachelors,2012,Bangalore,3,0,0,No,4,0,2748
90,Bachelors,2016,Bangalore,3,0,0,No,1,0,2612
15,Bachelors,2017,Bangalore,3,0,1,No,1,1,3436
70,Bachelors,2017,New Delhi,2,0,1,No,3,0,4420
60,Masters,2017,Bangalore,2,0,1,No,2,0,1217
90,Bachelors,2014,Bangalore,3,0,1,No,3,0,1603
70,Masters,2017,New Delhi,1,0,0,No,0,0,3604
45,Masters,2016,Bangalore,3,0,0,No,4,1,989
70,Masters,2017,New Delhi,2,0,1,No,2,0,115
90,Bachelors,2015,Bangalore,3,0,1,No,0,0,2535
90,Bachelors,2016,Bangalore,3,0,0,No,2,0,4017
110,Bachelors,2014,New Delhi,3,0,0,No,5,0,4182
90,Bachelors,2015,Bangalore,3,0,1,No,3,0,1311
70,Bachelors,2015,Bangalore,3,0,1,Yes,3,0,2824
90,Bachelors,2016,Bangalore,3,0,0,No,4,0,410
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,1087
80,Bachelors,2013,Pune,2,0,1,Yes,4,0,2795
110,PHD,2014,Bangalore,3,0,0,No,3,0,3288
35,Bachelors,2015,Pune,2,0,0,Yes,1,1,2029
45,Bachelors,2016,Bangalore,3,0,1,No,4,1,1659
25,Masters,2017,New Delhi,2,0,1,No,3,1,1132
60,Bachelors,2017,Bangalore,3,0,1,No,1,0,4411
110,Masters,2017,Pune,2,0,1,No,5,0,2942
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,1712
90,Bachelors,2014,Bangalore,3,0,0,No,3,0,3337
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,4045
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,4245
45,Bachelors,2015,Bangalore,3,0,1,No,0,1,4492
110,Bachelors,2015,Bangalore,3,0,0,No,5,0,1678
110,PHD,2013,Bangalore,3,1,1,No,1,0,4267
70,Masters,2017,New Delhi,2,0,0,No,2,0,2525
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,920
110,Bachelors,2012,Pune,2,0,0,No,5,1,3730
100,Bachelors,2016,Pune,3,0,1,No,2,0,1546
100,Bachelors,2014,Pune,3,0,1,No,2,0,856
90,Bachelors,2013,Bangalore,3,0,0,No,1,0,3911
110,Bachelors,2014,Bangalore,3,0,1,No,5,1,2140
55,Bachelors,2015,Pune,2,0,0,No,3,1,4131
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,1961
55,Bachelors,2013,Pune,2,0,1,No,3,1,1759
55,Masters,2015,New Delhi,3,0,0,No,4,1,250
70,Masters,2017,New Delhi,3,1,1,No,2,0,4578
55,Masters,2014,Pune,3,1,1,No,4,1,3218
25,Masters,2017,New Delhi,2,0,1,No,0,1,4249
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,599
100,Masters,2012,New Delhi,3,0,1,No,4,0,4505
90,Bachelors,2013,Bangalore,3,0,1,No,3,0,4589
110,Masters,2018,Bangalore,3,0,0,No,6,1,3977
110,Bachelors,2016,Pune,3,0,1,No,5,1,1756
110,Bachelors,2016,Bangalore,3,0,0,No,5,0,2895
100,Masters,2015,New Delhi,3,0,1,No,3,0,307
45,Bachelors,2015,Bangalore,2,0,0,No,0,1,3338
55,Bachelors,2014,Pune,1,0,0,No,4,1,116
70,Masters,2017,New Delhi,3,0,0,No,2,0,1203
110,Bachelors,2013,New Delhi,3,0,0,No,5,0,1096
70,Bachelors,2017,New Delhi,3,0,1,No,4,0,1445
55,Bachelors,2015,Pune,2,0,0,No,4,1,206
100,Bachelors,2014,Pune,3,0,1,No,4,0,2478
90,Bachelors,2015,Bangalore,3,0,1,No,1,0,28
90,Bachelors,2013,Bangalore,3,0,1,No,0,0,3614
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,3477
55,Bachelors,2015,Pune,3,0,0,No,3,1,2654
25,Masters,2018,Pune,3,0,1,No,2,1,3547
110,Bachelors,2016,Pune,3,0,1,Yes,5,0,4105
100,Bachelors,2014,New Delhi,3,0,1,No,4,0,2681
90,Masters,2016,Bangalore,3,0,0,No,2,0,2075
55,Bachelors,2015,Pune,2,0,1,No,2,1,4605
25,Masters,2017,New Delhi,2,0,0,No,1,1,185
110,PHD,2017,Bangalore,3,0,0,No,1,0,2458
110,PHD,2018,New Delhi,3,0,0,No,0,1,3929
110,Bachelors,2012,Bangalore,3,1,0,No,5,0,3172
55,Masters,2016,New Delhi,3,0,1,No,3,1,1285
110,Bachelors,2018,Bangalore,3,0,0,Yes,5,1,3006
90,Bachelors,2012,Bangalore,3,1,1,No,3,0,3056
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,2407
25,Masters,2017,Pune,3,0,1,No,2,1,759
45,Masters,2014,Bangalore,3,0,1,No,4,1,2521
45,Bachelors,2015,Bangalore,3,0,0,No,2,1,1288
45,Bachelors,2014,Bangalore,1,0,1,No,4,1,2630
90,Bachelors,2016,Bangalore,3,0,0,No,2,0,1411
15,Bachelors,2018,Bangalore,3,0,1,No,2,1,2332
70,Bachelors,2017,New Delhi,3,0,0,No,3,0,1846
55,Bachelors,2015,Pune,2,0,0,No,1,1,2293
45,Bachelors,2016,Bangalore,3,0,1,No,3,1,1237
70,Masters,2017,New Delhi,2,0,0,No,3,0,1914
55,Bachelors,2012,New Delhi,2,0,0,No,1,1,3923
25,Masters,2017,New Delhi,3,0,0,No,3,1,1105
70,Bachelors,2017,New Delhi,2,0,1,No,0,0,3735
110,Bachelors,2014,Bangalore,3,1,1,No,5,0,3624
90,Bachelors,2015,Bangalore,3,0,1,No,4,0,2452
15,Masters,2018,Bangalore,3,0,1,No,2,1,3247
100,Bachelors,2013,New Delhi,3,0,0,No,2,0,1747
110,Bachelors,2016,Bangalore,3,0,1,No,5,0,2401
25,Bachelors,2017,New Delhi,3,0,0,No,2,1,1009
100,Masters,2016,New Delhi,3,0,0,No,4,0,2116
110,Bachelors,2014,Pune,2,0,0,No,5,1,3703
90,Bachelors,2012,Bangalore,3,0,1,No,4,0,4129
110,Bachelors,2013,New Delhi,3,0,0,No,5,0,198
90,Bachelors,2014,Bangalore,3,0,0,No,2,0,17
45,Masters,2012,Bangalore,3,0,0,No,4,1,2971
80,Bachelors,2016,Pune,3,0,1,Yes,3,0,4584
110,Bachelors,2017,New Delhi,2,0,0,No,5,0,792
90,Bachelors,2013,Bangalore,3,0,1,No,0,0,3408
110,Bachelors,2017,Pune,2,0,0,No,5,1,1911
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,1401
110,Bachelors,2017,Pune,3,0,0,No,5,1,1206
55,Bachelors,2015,Pune,2,0,0,No,3,1,1181
90,Bachelors,2015,Bangalore,3,0,0,No,1,0,4477
100,Bachelors,2015,Pune,3,0,1,No,4,0,566
25,Masters,2013,Bangalore,3,0,0,Yes,2,1,466
100,Masters,2013,Pune,3,0,1,No,3,0,109
80,Bachelors,2016,New Delhi,3,0,0,Yes,3,0,763
110,Masters,2017,Pune,2,1,1,No,5,0,3840
100,Masters,2015,Pune,1,0,0,No,1,0,4144
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,1592
100,Bachelors,2014,New Delhi,3,0,0,No,4,0,4295
110,Bachelors,2012,Pune,3,0,1,No,5,0,4383
90,Bachelors,2015,Bangalore,3,0,1,No,3,0,1246
15,Bachelors,2018,Bangalore,3,0,1,No,0,1,91
110,PHD,2013,New Delhi,3,0,1,No,5,0,4176
15,Bachelors,2017,Bangalore,3,0,0,No,1,1,3838
70,Bachelors,2017,Pune,3,0,1,No,4,0,1701
90,Bachelors,2013,Bangalore,3,0,1,No,0,0,1127
110,Bachelors,2018,Bangalore,3,0,1,Yes,5,1,1931
110,Bachelors,2012,New Delhi,3,0,1,No,5,0,1374
110,Bachelors,2013,Pune,3,0,1,No,5,0,2871
80,Bachelors,2013,New Delhi,3,0,0,Yes,4,0,4064
90,Bachelors,2014,Bangalore,3,0,1,No,0,0,44
90,Bachelors,2016,Bangalore,3,0,1,No,1,0,3087
110,Bachelors,2014,Pune,3,0,0,No,5,1,3373
100,Masters,2013,New Delhi,3,0,1,No,2,0,3319
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,2514
55,Bachelors,2014,Pune,3,0,1,No,3,1,1686
90,Bachelors,2015,Bangalore,3,0,0,No,0,0,4590
110,Bachelors,2018,Pune,3,0,0,No,5,1,1497
110,PHD,2018,New Delhi,3,0,1,No,3,1,4115
70,Bachelors,2014,Bangalore,3,0,0,Yes,1,0,2321
70,Masters,2017,Pune,2,0,1,No,2,0,2087
90,Bachelors,2015,Bangalore,3,0,1,No,2,0,4603
110,Bachelors,2015,Bangalore,3,0,0,No,5,0,744
15,Masters,2017,Bangalore,1,0,0,No,4,1,365
100,Bachelors,2014,Pune,3,1,1,No,2,0,3180
55,Bachelors,2016,Pune,2,0,0,No,3,1,4472
100,Bachelors,2016,New Delhi,3,0,1,No,1,0,3137
110,Masters,2017,New Delhi,2,0,1,No,5,1,2453
90,Bachelors,2012,Bangalore,3,0,1,No,2,0,1079
55,Bachelors,2015,Pune,3,0,0,No,4,1,2098
55,Masters,2015,New Delhi,3,0,1,No,4,1,764
15,Bachelors,2017,Bangalore,3,0,1,No,3,1,1508
110,PHD,2015,New Delhi,3,0,0,No,1,0,188
90,Bachelors,2014,Bangalore,3,0,0,No,1,0,3102
110,Bachelors,2013,Pune,3,0,1,No,5,0,4502
100,Bachelors,2014,New Delhi,3,1,0,No,3,0,4130
60,Masters,2017,Bangalore,3,0,1,No,3,0,1680
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,370
90,Bachelors,2012,Bangalore,3,0,1,No,2,0,2105
90,Bachelors,2014,Bangalore,1,0,1,No,4,0,1293
55,Bachelors,2015,Pune,2,0,0,No,1,1,3167
45,Masters,2015,Bangalore,3,0,1,No,4,1,2406
70,Bachelors,2017,New Delhi,2,0,0,No,4,0,4544
70,Bachelors,2017,Pune,3,0,1,No,2,0,1894
70,Masters,2017,New Delhi,2,0,1,No,2,0,3680
60,Bachelors,2017,Bangalore,3,0,1,No,4,0,2080
25,Bachelors,2018,New Delhi,3,0,1,No,4,1,3335
90,Bachelors,2015,Bangalore,3,0,0,No,0,0,2539
100,Bachelors,2016,Pune,3,0,1,No,3,0,624
110,PHD,2012,New Delhi,3,0,1,No,5,0,2594
100,Masters,2013,New Delhi,3,0,1,No,4,0,118
110,Bachelors,2015,Bangalore,3,0,1,No,5,0,248
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,1342
15,Bachelors,2018,Bangalore,3,0,1,No,3,1,4316
45,Bachelors,2014,Bangalore,3,0,0,No,0,1,4330
110,Bachelors,2016,Bangalore,3,0,1,No,5,0,494
90,Bachelors,2016,Bangalore,3,0,1,No,1,0,3652
70,Bachelors,2016,Bangalore,3,0,1,Yes,2,0,3302
100,Bachelors,2014,Pune,3,0,1,No,3,0,444
110,Bachelors,2013,Bangalore,3,0,1,No,5,1,4438
55,Bachelors,2015,Pune,2,0,0,No,4,1,875
70,Masters,2017,Pune,1,0,1,No,0,0,1626
70,Masters,2017,New Delhi,3,0,1,No,2,0,3739
110,Bachelors,2015,Pune,2,0,0,No,5,1,814
110,Bachelors,2012,Bangalore,3,0,0,No,5,0,4300
55,Bachelors,2014,Pune,2,0,0,No,1,1,2811
110,Masters,2013,New Delhi,3,0,1,No,5,1,141
60,Bachelors,2017,Bangalore,3,0,1,No,2,0,1055
90,Bachelors,2016,Bangalore,3,0,0,No,0,0,3011
90,Bachelors,2013,Bangalore,3,0,1,No,0,0,1962
60,Bachelors,2017,Bangalore,3,0,0,No,4,0,131
110,Bachelors,2015,Pune,2,1,0,No,7,0,3990
100,Bachelors,2016,Pune,3,0,1,No,3,0,1655
110,Masters,2012,Pune,3,0,1,Yes,5,1,2771
110,Bachelors,2014,Bangalore,3,0,1,No,5,0,594
90,Bachelors,2013,Bangalore,3,0,1,No,2,0,1963
100,Bachelors,2016,New Delhi,3,0,1,No,0,0,1462
70,Bachelors,2013,Bangalore,3,0,1,Yes,2,0,338
110,Bachelors,2017,Bangalore,3,1,1,No,5,0,3891
45,Bachelors,2014,Bangalore,3,0,1,No,3,1,472
100,Bachelors,2016,Pune,3,0,1,No,2,0,2143
55,Masters,2013,New Delhi,2,0,1,No,3,1,412
55,Bachelors,2015,Pune,2,0,0,No,4,1,4621
110,Bachelors,2015,Bangalore,3,0,0,Yes,5,1,1548
90,Bachelors,2013,Bangalore,3,0,0,No,4,0,2567
15,Masters,2017,Bangalore,2,0,0,No,2,1,3567
70,Bachelors,2017,Pune,3,1,1,No,4,0,3392
60,Bachelors,2017,Bangalore,3,0,1,No,2,0,2378
55,Bachelors,2015,Pune,2,0,0,No,3,1,2813
60,Bachelors,2017,Bangalore,3,0,0,No,1,0,3094
110,Bachelors,2012,Bangalore,3,0,1,Yes,5,0,1118
110,Bachelors,2017,New Delhi,3,0,0,No,5,0,1318
110,Bachelors,2018,Bangalore,3,0,1,Yes,5,1,4336
110,PHD,2013,New Delhi,3,0,1,No,2,0,1248
70,Bachelors,2017,New Delhi,2,0,0,No,2,0,4334
110,Bachelors,2017,Bangalore,3,0,0,No,5,0,715
70,Bachelors,2017,New Delhi,2,1,1,No,1,0,3427
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,1301
55,Masters,2015,New Delhi,3,0,0,No,1,1,836
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,4517
110,PHD,2018,Bangalore,3,0,1,No,5,1,2849
55,Bachelors,2015,Pune,1,0,0,No,1,1,3914
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,140
25,Bachelors,2018,Pune,2,0,0,No,4,1,4321
100,Bachelors,2014,Pune,3,0,1,No,4,0,2492
110,PHD,2018,Bangalore,3,0,1,No,2,1,2653
25,Bachelors,2018,Pune,3,0,1,No,3,1,3820
70,Bachelors,2017,New Delhi,2,0,0,No,2,0,3771
55,Bachelors,2015,Pune,2,0,0,No,4,1,52
110,PHD,2015,Bangalore,3,0,1,No,2,0,2200
70,Masters,2017,New Delhi,2,0,0,No,2,0,272
90,Bachelors,2016,Bangalore,3,0,0,No,0,0,4136
55,Bachelors,2016,Pune,2,0,0,No,3,1,3797
55,Bachelors,2016,Pune,2,0,0,No,4,1,4432
55,Masters,2015,Pune,2,0,0,No,3,1,359
70,Bachelors,2017,Pune,3,0,0,No,0,0,3943
100,Bachelors,2016,New Delhi,3,1,1,No,0,0,3314
90,Bachelors,2014,Bangalore,1,0,0,No,3,0,36
100,Masters,2013,New Delhi,3,0,0,No,3,0,4177
110,Bachelors,2017,New Delhi,2,0,0,No,5,0,4041
100,Bachelors,2014,New Delhi,3,0,0,No,3,0,1865
90,Bachelors,2015,Bangalore,3,1,0,No,2,0,3092
55,Masters,2015,New Delhi,3,0,1,No,2,1,3155
90,Bachelors,2013,Bangalore,3,0,1,No,2,0,3425
90,Bachelors,2013,Bangalore,3,0,0,No,3,0,1072
55,Bachelors,2015,Pune,3,0,0,No,4,1,351
60,Bachelors,2017,Bangalore,3,0,1,No,2,0,1596
100,Masters,2015,New Delhi,3,0,1,No,2,0,2853
70,Bachelors,2017,Pune,3,0,1,No,1,0,4212
110,Masters,2016,New Delhi,3,0,1,No,5,0,133
90,Bachelors,2014,Bangalore,3,0,0,No,1,0,3998
25,Masters,2018,New Delhi,3,0,0,No,2,1,4040
45,Bachelors,2015,Bangalore,3,0,1,No,0,1,4108
40,Bachelors,2017,Bangalore,3,0,1,Yes,1,0,908
100,Bachelors,2016,Pune,3,0,1,No,1,0,4486
55,Bachelors,2016,Pune,2,0,1,No,3,1,2857
25,Masters,2017,New Delhi,3,0,1,No,1,1,1767
100,Bachelors,2016,Pune,3,0,1,No,2,0,409
70,Bachelors,2017,New Delhi,2,0,0,No,2,0,3098
70,Masters,2017,Pune,2,0,0,No,1,0,3216
60,Bachelors,2017,Bangalore,3,0,1,No,2,0,3397
90,Bachelors,2014,Bangalore,1,0,1,No,1,0,2476
90,Bachelors,2016,Bangalore,3,0,0,No,4,0,1804
25,Bachelors,2015,Bangalore,3,0,1,Yes,2,1,1031
55,Masters,2012,Pune,3,0,1,No,4,1,1688
110,Masters,2017,Pune,2,0,1,Yes,5,1,2225
15,Masters,2018,Bangalore,3,0,0,No,2,1,2056
90,Bachelors,2016,Bangalore,3,0,0,No,2,0,726
25,Masters,2017,New Delhi,2,0,0,No,2,1,3148
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,3663
25,Masters,2017,New Delhi,2,0,1,No,0,1,4359
90,Bachelors,2013,Bangalore,3,0,1,No,1,0,2145
90,Bachelors,2012,Bangalore,3,0,1,No,2,0,2297
110,Masters,2014,Bangalore,3,0,1,No,5,1,1877
80,Bachelors,2015,Pune,3,0,1,Yes,2,0,2204
80,Bachelors,2015,New Delhi,3,0,0,Yes,4,0,325
100,Bachelors,2014,New Delhi,3,0,1,No,3,0,1289
100,Bachelors,2012,Pune,3,0,1,No,0,0,2640
70,Bachelors,2016,Bangalore,3,0,1,Yes,4,0,3063
25,Bachelors,2017,Pune,3,1,0,No,1,1,3348
90,Bachelors,2015,Bangalore,3,0,1,No,1,0,2610
110,Bachelors,2017,Bangalore,3,0,1,No,5,1,2764
110,Bachelors,2012,Bangalore,3,1,1,No,5,0,3290
70,Bachelors,2017,New Delhi,2,0,1,No,3,0,23
25,Bachelors,2017,Pune,2,0,0,No,3,1,2650
25,Bachelors,2017,Pune,2,0,0,No,1,1,4347
100,Bachelors,2016,New Delhi,3,0,1,No,4,0,3185
100,Masters,2013,Pune,1,0,1,No,1,0,2978
90,Bachelors,2015,Bangalore,3,0,1,No,3,0,4521
55,Bachelors,2015,Pune,2,0,0,No,4,1,1879
110,Masters,2017,Bangalore,2,0,1,No,5,0,1938
70,Bachelors,2017,New Delhi,3,0,1,No,2,0,608
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,310
-5,Masters,2017,Bangalore,2,0,0,Yes,2,1,1177
45,Bachelors,2016,Bangalore,3,0,1,No,3,1,164
110,PHD,2016,New Delhi,3,0,1,No,5,0,1230
90,Bachelors,2013,Bangalore,3,0,0,No,4,0,1745
55,Bachelors,2014,New Delhi,2,0,0,No,3,1,2631
110,Bachelors,2012,Bangalore,3,0,0,No,5,0,3222
25,Bachelors,2017,Pune,2,0,0,No,0,1,4401
100,Bachelors,2014,New Delhi,3,0,1,No,1,0,2099
100,Bachelors,2016,New Delhi,3,0,0,No,2,0,2351
90,Bachelors,2015,Bangalore,3,0,1,No,2,0,367
35,Bachelors,2013,Pune,2,0,1,Yes,2,1,1842
100,Bachelors,2012,Pune,3,0,1,No,2,0,4056
15,Bachelors,2018,Bangalore,3,0,1,No,1,1,464
60,Bachelors,2017,Bangalore,3,0,0,No,3,0,4547
110,Bachelors,2015,Pune,2,0,0,No,5,1,1095
70,Bachelors,2017,New Delhi,2,1,0,No,0,0,3899
90,Bachelors,2015,Bangalore,3,0,1,No,1,0,4008
110,Masters,2014,Pune,2,0,0,No,5,0,548
70,Masters,2017,New Delhi,2,0,1,No,3,0,555
70,Bachelors,2017,Pune,2,0,1,No,2,0,1104
110,Masters,2014,Bangalore,3,0,1,No,5,1,872
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,2814
100,Masters,2016,New Delhi,3,0,0,No,1,0,3265
45,Bachelors,2016,Bangalore,3,0,1,No,3,1,2955
55,Masters,2014,New Delhi,3,0,0,No,3,1,825
110,Bachelors,2015,Pune,3,0,0,No,5,1,1490
110,Bachelors,2017,Bangalore,1,0,0,No,5,0,2936
110,Bachelors,2016,Bangalore,3,0,1,No,5,1,2542
